movie_id,tmdb_id,release_date,genres,original_language,runtime,vote_average,poster_path,title,overview
terminator-3-rise-of-the-machines,296,2003-07-02,"['Action', 'Thriller', 'Science Fiction']",en,109,3.1,/vvevzdYIrk2636maNW4qeWmlPFG.jpg,Terminator 3: Rise of the Machines,"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised."
terminator-dark-fate,290859,2019-10-23,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",en,128,3.2,/vqzNJRH4YyquRiWxCCOH0aXggHI.jpg,Terminator: Dark Fate,"Decades after Sarah Connor prevented Judgment Day, a lethal new Terminator is sent to eliminate the future leader of the resistance. In a fight to save mankind, battle-hardened Sarah Connor teams up with an unexpected ally and an enhanced super soldier to stop the deadliest Terminator yet."
terminator-genisys,87101,2015-06-23,"['Science Fiction', 'Action', 'Thriller', 'Adventure']",en,126,3.0,/oZRVDpNtmHk8M1VYy1aeOWUXgbC.jpg,Terminator Genisys,"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever."
terminator-salvation,534,2009-05-20,"['Action', 'Science Fiction', 'Thriller']",en,115,3.0,/gw6JhlekZgtKUFlDTezq3j5JEPK.jpg,Terminator Salvation,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe."
terms-of-endearment,11050,1983-11-20,"['Drama', 'Comedy']",en,132,3.5,/l77DRjJuykqKMtD9GTK4YT7qKHW.jpg,Terms of Endearment,"Aurora, a finicky woman, is in search of true love while her daughter faces marital issues. Together, they help each other deal with problems and find reasons to live a joyful life."
terrified-2017,489430,2018-05-03,['Horror'],es,88,3.4,/eMP4F0POBgrB4icn6XgYeLLIrld.jpg,Terrified,Police commissioner Funes and three researchers of supernatural phenomena investigate inexplicable events that are occurring in the suburbs of Buenos Aires.
terrifier-2,663712,2022-10-06,"['Horror', 'Thriller']",en,138,3.4,/qEAlwXbYk6IHA4ztoS2XFFaa7Xo.jpg,Terrifier 2,"A year after the Miles County massacre, Art the Clown is resurrected by a sinister entity. Art returns home, where he must hunt down and destroy teenage Sienna and her younger brother Jonathan on Halloween. As the body count rises, the siblings fight to stay alive while uncovering the true nature of Art's evil intent."
terrifier-2016,420634,2018-01-25,"['Horror', 'Thriller']",en,85,3.2,/fjXqhGmaeQpB73WerhrYU6HlyV5.jpg,Terrifier,A maniacal clown named Art terrorizes three young women on Halloween night and everyone else who stands in his way.
terror-of-mechagodzilla,19333,1975-03-15,"['Science Fiction', 'Action', 'Drama']",ja,83,3.5,/kHBJNwdxTJ4ub01bWg6WFpS3WF2.jpg,Terror of Mechagodzilla,"A submarine expedition to salvage the remains of Mechagodzilla is thwarted by a massive dinosaur named Titanosaurus. An Interpol investigation leads biologist Ichinose to uncover the work of Dr. Mafune and his mysterious daughter Katsura. Aligned with the Black Hole Aliens, Katsura's life becomes entwined with the resurrected machine."
terror-train,40969,1980-10-03,"['Horror', 'Thriller']",en,97,2.9,/jeDVKkeCk9U75a0TZ4mezylXy3j.jpg,Terror Train,A masked killer targets six college kids responsible for a prank gone wrong three years earlier and who are currently throwing a large New Year's Eve costume party aboard a moving train.
terrorizers,78450,1986-12-19,"['Drama', 'Crime']",zh,109,3.7,/7uX1PVn9Tob81hqwdzAjqPeaXZO.jpg,Terrorizers,"An uncompromising look into urban life from the eyes of a voyeuristic photographer, a rebellious teenager, and a married couple teetering on the edge of adultery."
terrorvision,24194,1986-02-14,"['Horror', 'Science Fiction', 'Comedy']",en,85,2.9,/9s9s2VchHi4gAiVGfFkrQyQLTzH.jpg,TerrorVision,"Stanley Putterman installs a state-of-the-art satellite dish in his backyard, soon unleashing a strange monster that leaps off the screen and needs to feed on humans for survival."
tesla-2020,517412,2020-08-14,"['History', 'Drama']",en,102,2.9,/v0guO0krvyz8IfKGxEje04LVM9d.jpg,Tesla,"The story of the Promethean struggles of Nikola Tesla, as he attempts to transcend entrenched technology—including his own previous work—by pioneering a system of wireless energy that would change the world."
tess,11121,1979-10-06,"['Drama', 'Romance']",en,172,3.5,/xejUFnoAVxzvU95o2jlzG2USmY.jpg,Tess,"A strong-willed peasant girl is sent by her father to the estate of some local aristocrats to capitalize on a rumor that their families are from the same line, but is left traumatised from her experiences."
tetris,726759,2023-03-15,"['Thriller', 'History', 'Drama']",en,118,3.8,/4F2QwCOYHJJjecSvdOjStuVLkpu.jpg,Tetris,"In 1988, American video game salesman Henk Rogers discovers the video game Tetris. When he sets out to bring the game to the world, he enters a dangerous web of lies and corruption behind the Iron Curtain."
tetsuo-ii-body-hammer,17991,1992-10-03,"['Science Fiction', 'Horror', 'Drama']",ja,81,3.1,/w2We4S0SmRP72BKpvtOfyu9cF6H.jpg,Tetsuo II: Body Hammer,A Japanese salaryman finds his body transforming into a weapon through sheer rage after his son is kidnapped by a gang of violent thugs.
tetsuo-the-iron-man,41428,1989-07-01,"['Horror', 'Science Fiction']",ja,67,3.5,/iucW3kSp5rQSfYCLNlCWPEwYh4h.jpg,Tetsuo: The Iron Man,"A ""metal fetishist"", driven mad by the maggots wriggling in the wound he's made to embed metal into his flesh, runs out into the night and is accidentally run down by a Japanese businessman and his girlfriend. The pair dispose of the corpse in hopes of quietly moving on with their lives. However, the businessman soon finds that he is now plagued by a vicious curse that transforms his flesh into iron."
texas-chainsaw-3d,76617,2013-01-03,"['Horror', 'Thriller']",en,92,2.8,/qaPvvHP1kKlQaUAXQZQAWitqBOT.jpg,Texas Chainsaw 3D,"A young woman learns that she has inherited a Texas estate from her deceased grandmother. After embarking on a road trip with friends to uncover her roots, she finds she is the sole owner of a lavish, isolated Victorian mansion. But her newfound wealth comes at a price as she stumbles upon a horror that awaits her in the mansion’s dank cellars."
texas-chainsaw-massacre,632727,2022-02-18,"['Horror', 'Crime', 'Thriller']",en,83,2.6,/7sKiGNWFM15WNyY7LYd5vmb3brO.jpg,Texas Chainsaw Massacre,"After nearly 50 years of hiding, Leatherface returns to terrorize a group of idealistic influencers who accidentally disrupt his carefully shielded world in a remote Texas town."
texas-chainsaw-massacre-the-next-generation,16780,1995-09-22,"['Comedy', 'Horror']",en,87,2.3,/e1ikqofvLBddrZJ73IjmJWhUYus.jpg,The Return of the Texas Chainsaw Massacre,"After a group of Texas teenagers leave prom night early and get into a car crash in the woods, they employ the aid of a nearby insurance agent, who calls in her tow truck-driving boyfriend, Vilmer Slaughter. Unfortunately for them, Vilmer is a sadistic killer with a mechanical leg who introduces them to his brother, Leatherface, and the rest of their twisted family."
thank-you-for-smoking,9388,2005-09-09,"['Comedy', 'Drama']",en,92,3.6,/cJpeM7U36diFinieBWNLVi0FlQz.jpg,Thank You for Smoking,"Nick Naylor is a charismatic spin-doctor for Big Tobacco who'll fight to protect America's right to smoke -- even if it kills him -- while still remaining a role model for his 12-year old son. When he incurs the wrath of a senator bent on snuffing out cigarettes, Nick's powers of ""filtering the truth"" will be put to the test."
thankskilling,60366,2008-12-08,"['Comedy', 'Horror']",en,66,2.0,/o3KVG2jQtLLFIJByVVbk3nQbkfz.jpg,ThanksKilling,A homicidal turkey axes off college kids during Thanksgiving break.
that-awkward-moment,225565,2014-01-29,"['Comedy', 'Romance']",en,94,3.1,/tjDAdesZNYFyRNnZvLT0osc7S2t.jpg,That Awkward Moment,"Best pals Jason and Daniel indulge in casual flings and revel in their carefree, unattached lives. After learning that the marriage of their friend Mikey is over, they gladly welcome him back into their circle. The three young men make a pact to have fun and avoid commitment. However, when all three find themselves involved in serious relationships, they must keep their romances secret from one another."
that-obscure-object-of-desire,5781,1977-08-17,"['Comedy', 'Drama', 'Romance']",fr,103,3.7,/9iUdC4dftkjYSBUJq5DAxC6WqB9.jpg,That Obscure Object of Desire,"After dumping a bucket of water on a beautiful young woman from the window of a train car, wealthy Frenchman Mathieu, regales his fellow passengers with the story of the dysfunctional relationship between himself and the young woman in question, a fiery 19-year-old flamenco dancer named Conchita. What follows is a tale of cruelty, depravity and lies -- the very building blocks of love."
that-thing-you-do,9591,1996-10-04,"['Comedy', 'Drama', 'Romance', 'Music']",en,108,3.5,/9RmZu33qHdyZFGLfhEOmkTjdNEu.jpg,That Thing You Do!,"A Pennsylvania band scores a hit in 1964 and rides the star-making machinery as long as it can, with lots of help from its manager."
thats-my-boy-2012,87428,2012-06-14,"['Comedy', 'Drama']",en,116,2.9,/bWGzvRYaQR2hbj0btCqMIprEHfy.jpg,That's My Boy,"While in his teens, Donny fathered a son, Todd, and raised him as a single parent up until Todd's 18th birthday. Now, after not seeing each other for years, Todd's world comes crashing down when Donny resurfaces just before Todd's wedding."
the-13th-warrior,1911,1999-08-13,"['Adventure', 'History', 'Action']",en,102,3.4,/pj1IQQ7ajwaOrjjTCxyM1L4mSnX.jpg,The 13th Warrior,"A Muslim ambassador exiled from his homeland joins a group of Vikings, initially offended by their behavior but growing to respect them. As they travel together, they learn of a legendary evil closing in and must unite to confront this formidable force."
the-1517-to-paris,453201,2018-02-07,"['Drama', 'Thriller']",en,94,2.7,/3NtkRNmvMrQIOtyWTaOKVNJyP1W.jpg,The 15:17 to Paris,"On Aug. 21, 2015, the world watches in stunned silence as the media reports a thwarted terrorist attack on a train that's bound for Paris -- an attempt prevented by three young Americans traveling together through Europe. The heroic and courageous actions of Anthony Sadler, Alek Skarlatos and Spencer Stone help to save the lives of more than 500 passengers on board."
the-355,522016,2022-01-05,"['Action', 'Adventure', 'Thriller']",en,122,3.0,/xef9Ht77B2igqZv754HNdW8qZCk.jpg,The 355,"A group of top female agents from American, British, Chinese, Colombian, and German government agencies are drawn together to try and stop an organization from acquiring a deadly weapon to send the world into chaos."
the-36th-chamber-of-shaolin,11841,1978-02-02,"['Action', 'Adventure']",zh,115,3.8,/6j1ZnapQPGD9aUcqQWqFYPhWd3B.jpg,The 36th Chamber of Shaolin,"The anti-Ching patriots, under the guidance of Ho Kuang-han, have secretly set up their base in Canton, disguised as school masters. During a brutal Manchu attack, Lui manages to escape, and devotes himself to learning the martial arts in order to seek revenge."
the-39-steps,260,1935-06-06,"['Mystery', 'Thriller']",en,86,3.6,/yRnl3nTtKVTIBcLHHyXrrXPZWVS.jpg,The 39 Steps,"Richard Hanney has a rude awakening when a glamorous female spy falls into his bed - with a knife in her back. Having a bit of trouble explaining it all to Scotland Yard, he heads for the hills of Scotland to try to clear his name by locating the spy ring known as The 39 Steps."
the-40-year-old-virgin,6957,2005-08-11,"['Comedy', 'Romance']",en,116,3.2,/jBoRAWYOv7tBtfXbNJMAojGj0Xf.jpg,The 40 Year Old Virgin,"Andy Stitzer has a pleasant life with a nice apartment and a job stamping invoices at an electronics store. But at age 40, there's one thing Andy hasn't done, and it's really bothering his sex-obsessed male co-workers: Andy is still a virgin. Determined to help Andy get laid, the guys make it their mission to de-virginize him. But it all seems hopeless until Andy meets small business owner Trish, a single mom."
the-400-blows,147,1959-06-03,['Drama'],fr,99,4.0,/12PuU23kkDLvTd0nb8hMlE3oShB.jpg,The 400 Blows,"For young Parisian boy Antoine Doinel, life is one difficult situation after another. Surrounded by inconsiderate adults, including his neglectful parents, Antoine spends his days with his best friend, Rene, trying to plan for a better life. When one of their schemes goes awry, Antoine ends up in trouble with the law, leading to even more conflicts with unsympathetic authority figures."
the-4th-man,29140,1983-03-23,"['Thriller', 'Mystery']",nl,102,3.4,/iO7pYvGHcxekOqmQKsY4qeSygAi.jpg,The 4th Man,A man who has been having visions of an impending danger begins an affair with a woman who may lead him to his doom.
the-5th-wave,299687,2016-01-14,"['Science Fiction', 'Adventure', 'Action']",en,112,3.0,/ja34BV577dtjWl2S5G1tB93IjYb.jpg,The 5th Wave,16-year-old Cassie Sullivan tries to survive in a world devastated by the waves of an alien invasion that has already decimated the population and knocked mankind back to the Stone Age.
the-6th-day,8452,2000-11-17,"['Science Fiction', 'Action', 'Mystery', 'Drama', 'Thriller']",en,123,3.0,/rODFJOFiPk1UVCe4pmBza8T6feO.jpg,The 6th Day,"A world of the very near future in which cattle, fish, and even the family pet can be cloned. But cloning humans is illegal - that is until family man Adam Gibson comes home from work one day to find a clone has replaced him. Taken from his family and plunged into a sinister world he doesn't understand, Gibson must not only save himself from the assassins who must destroy him to protect their secret, but uncover who and what is behind the horrible things happening to him."
the-7th-voyage-of-sinbad,15515,1958-12-05,"['Action', 'Adventure', 'Family', 'Fantasy']",en,88,3.5,/rK5ceoe5d3K8cTzEoOnuRNA6Xt9.jpg,The 7th Voyage of Sinbad,"When a princess is shrunken by an evil wizard, Sinbad must undertake a quest to an island of monsters to cure her and prevent a war."
the-8-diagram-pole-fighter,32520,1984-02-17,"['Action', 'Drama']",cn,98,3.5,/lme6eIZ12ar3fsOodNCUuVul9cq.jpg,The 8 Diagram Pole Fighter,"The Yangs are betrayed by a government official conspiring with the Mongols. All of the Yang family males except the 5th and 6th brother are killed. Fu Sheng loses his mind after the death of his family, while the other brother takes refuge in a Buddhist temple."
the-a-team,34544,2010-06-09,"['Action', 'Comedy', 'Crime']",en,117,3.2,/bkAWEx5g5tvRPjtDQyvIZ7LRxQm.jpg,The A-Team,"A man who loves when a plan comes together, Col. Hannibal Smith leads a close-knit team of elite operatives and Iraq War veterans. Framed for a crime they didn't commit, Smith and his men, Capt. H.M. ‘Howling Mad’ Murdock , Sgt. Bosco ‘B.A.’ Baracus, and Lt. Templeton ‘Faceman’ Peck, break out and go rogue, using their special talents to clear their names and find the perpetrator. Hot on their trail is Capt. Charissa Sosa, who was once involved with a member of Smith's team and has sworn to capture them, no matter what it takes."
the-abcs-of-death,87436,2013-03-08,['Horror'],en,129,2.5,/dBSEA6P2bq7apsmORxV0a54puhL.jpg,The ABCs of Death,"An ambitious anthology film featuring segments directed by over two dozen of the world's leading talents in contemporary genre film. Inspired by children's educational ABC books, the film comprises 26 individual chapters, each helmed by a different director assigned a letter of the alphabet. The directors were then given free reign in choosing a word to create a story involving death."
the-abominable-dr-phibes,17965,1971-05-18,"['Horror', 'Comedy']",en,94,3.5,/4853HMKlJl1RozE6OyHBKQemCE0.jpg,The Abominable Dr. Phibes,"After a team of surgeons botches his beloved wife's operation, the distraught Dr. Phibes unleashes a score of Old-Testament atrocities on his enemies."
the-abyss,2756,1989-08-09,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",en,140,3.7,/2dCit3XAtv9KWCJvRKdPkJ0FAkH.jpg,The Abyss,"A civilian oil rig crew is recruited to conduct a search and rescue effort when a nuclear submarine mysteriously sinks. One diver soon finds himself on a spectacular odyssey 25,000 feet below the ocean's surface where he confronts a mysterious force that has the power to change the world or destroy it."
the-accountant-2016,302946,2016-10-13,"['Crime', 'Thriller', 'Drama']",en,128,3.5,/qttnL1Kt1EDCOiLBOdqbl82fwYa.jpg,The Accountant,"As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities and the body count starts to rise."
the-accused-1988,10868,1988-10-14,"['Crime', 'Drama']",en,111,3.5,/5DlWHYb5Q65GaHYHDo6PqGOuoF1.jpg,The Accused,"Out drinking one night after a fight with her boyfriend, three men brutally rape Sarah Tobias in a bar while people watch and cheer. District Attorney Kathryn Murphy takes the case; however, she allows the rapists to receive a mild sentence. A distraught Sarah decides to seek punishment for the men who witnessed and encouraged the rape. To get justice, Sarah must take the stand and revisit the night of her attack."
the-act-of-killing,123678,2012-11-01,['Documentary'],id,159,3.8,/sp5B7Tz5ttsgOLnIlCP5uEhtesI.jpg,The Act of Killing,Filmmakers expose the horrifying mass executions of accused communists in Indonesia and those who are celebrated in their country for perpetrating the crime.
the-adam-project,696806,2022-03-11,"['Adventure', 'Science Fiction']",en,106,3.5,/wFjboE0aFZNbVOF05fzrka9Fqyx.jpg,The Adam Project,"After accidentally crash-landing in 2022, time-traveling fighter pilot Adam Reed teams up with his 12-year-old self on a mission to save the future."
the-addams-family,2907,1991-11-22,"['Comedy', 'Fantasy']",en,100,3.5,/qFf8anju5f2epI0my8RdwwIXFIP.jpg,The Addams Family,"When a man claiming to be long-lost Uncle Fester reappears after 25 years lost, the family plans a celebration to wake the dead. But the kids barely have time to warm up the electric chair before Morticia begins to suspect Fester is fraud when he can't recall any of the details of Fester's life."
the-addams-family-2,639721,2021-10-01,"['Animation', 'Family', 'Comedy', 'Fantasy', 'Adventure']",en,93,3.5,/ld7YB9vBRp1GM1DT3KmFWSmtBPB.jpg,The Addams Family 2,The Addams get tangled up in more wacky adventures and find themselves involved in hilarious run-ins with all sorts of unsuspecting characters.
the-addams-family-2019,481084,2019-10-10,"['Family', 'Animation', 'Comedy', 'Fantasy']",en,87,3.3,/q1epO0eO8DWu8Vo8tPfvVlzW48T.jpg,The Addams Family,"The Addams family's lives begin to unravel when they face-off against a treacherous, greedy crafty reality-TV host while also preparing for their extended family to arrive for a major celebration."
the-addiction,34996,1995-10-06,"['Drama', 'Horror']",en,82,3.2,/1Yy8H2tKQ16mffLFRfxcBHKBdyF.jpg,The Addiction,A vampiric doctoral student tries to follow the philosophy of a nocturnal comrade and control her thirst for blood.
the-adjustment-bureau,38050,2011-03-03,"['Science Fiction', 'Thriller', 'Romance']",en,106,3.4,/A4wKf04g4DCVAWC67uPGozIJPGw.jpg,The Adjustment Bureau,"A man glimpses the future Fate has planned for him – and chooses to fight for his own destiny. Battling the powerful Adjustment Bureau across, under and through the streets of New York, he risks his destined greatness to be with the only woman he's ever loved."
the-adventures-of-andre-and-wally-b,13924,1984-12-17,"['Family', 'Animation', 'Comedy']",en,2,2.6,/kgs85qAtFD8GkETERfy3AQf7Kwh.jpg,The Adventures of André and Wally B.,"There's nothing like a restful nap in a pleasant wooded valley. But when André awakens and is greeted by a pesky yellow-and-black striped insect with a nasty stinger, he ends up taking a quick (and painful) hike."
the-adventures-of-baron-munchausen,14506,1988-12-07,"['Fantasy', 'Adventure', 'Comedy']",en,126,3.5,/oiOwGRqwrKpg1EMUlPgRjVC49bn.jpg,The Adventures of Baron Munchausen,An account of Baron Munchausen's supposed travels and fantastical experiences with his band of misfits.
the-adventures-of-buckaroo-banzai-across-the-8th-dimension,11379,1984-08-10,"['Science Fiction', 'Comedy', 'Adventure', 'Romance']",en,103,3.0,/l9NDh3IYPAmSYjqMcxPfUh83Xwm.jpg,The Adventures of Buckaroo Banzai Across the 8th Dimension,"Adventurer/surgeon/rock musician Buckaroo Banzai and his band of men, the Hong Kong Cavaliers, take on evil alien invaders from the 8th dimension."
the-adventures-of-ichabod-and-mr-toad,13465,1949-10-05,"['Horror', 'Fantasy', 'Animation', 'Family']",en,68,3.2,/o6GfVkgPaaHJnXNywDLpHJII2tW.jpg,The Adventures of Ichabod and Mr. Toad,"The Wind in the Willows: Concise version of Kenneth Grahame's story of the same name. J. Thaddeus Toad, owner of Toad Hall, is prone to fads, such as the newfangled motor car. This desire for the very latest lands him in much trouble with the wrong crowd, and it is up to his friends, Mole, Rat and Badger to save him from himself. - The Legend of Sleepy Hollow: Retelling of Washington Irving's story set in a tiny New England town. Ichabod Crane, the new schoolmaster, falls for the town beauty, Katrina Van Tassel, and the town Bully Brom Bones decides that he is a little too successful and needs ""convincing"" that Katrina is not for him."
the-adventures-of-prince-achmed,19354,1926-09-03,"['Animation', 'Adventure', 'Fantasy', 'Romance']",de,66,3.8,/u17zDdZLqSefAKmo5BZ8obX2hzc.jpg,The Adventures of Prince Achmed,"Taken from The Arabian Nights, the film tells the story of a wicked sorcerer who tricks Prince Achmed into mounting a magical flying horse and sends the rider off on a flight to his death. But the prince foils the magician’s plan, and soars headlong into a series of wondrous adventures."
the-adventures-of-priscilla-queen-of-the-desert,2759,1994-05-31,"['Drama', 'Comedy']",en,103,3.6,/kJ7syYXEJgSBmBfSnF3Can9cK1J.jpg,"The Adventures of Priscilla, Queen of the Desert","Two drag queens and a transgender woman contract to perform a drag show at a resort in Alice Springs, a town in the remote Australian desert. As they head west from Sydney aboard their lavender bus, Priscilla, the three friends come to the forefront of a comedy of errors, encountering a number of strange characters, as well as incidents of homophobia, whilst widening comfort zones and exploring new horizons."
the-adventures-of-robin-hood,10907,1938-05-13,"['Adventure', 'Romance', 'History', 'Action']",en,102,3.8,/4mazyXEMkmLw5h6076yyNSm9uv0.jpg,The Adventures of Robin Hood,Robin Hood fights nobly for justice against the evil Sir Guy of Gisbourne while striving to win the hand of the beautiful Maid Marian.
the-adventures-of-rocky-bullwinkle,17711,2000-06-30,"['Family', 'Adventure', 'Animation', 'Comedy', 'Fantasy']",en,92,2.1,/xCFSsftt2rglC81I6QLWcZSTCBM.jpg,The Adventures of Rocky & Bullwinkle,"Rocky and Bullwinkle have been living off the finances made from the reruns of their cartoon show. Boris and Natasha somehow manage to crossover into reality and team up with Fearless Leader, an evil criminal turned media mogul with some evil plans up his sleeve. Rocky and Bullwinkle must stop the three of them before they wreak havoc."
the-adventures-of-sharkboy-and-lavagirl,14199,2005-06-10,"['Adventure', 'Family', 'Science Fiction']",en,92,2.6,/ArigqJbfDo442t6h7pzRspTW1Zh.jpg,The Adventures of Sharkboy and Lavagirl,"Everyone always knew that Max had a wild imagination, but no one believed that his wildest creations -- a boy raised by watchful great white sharks and a girl with the force of a volcano -- were real. Now, these two pint-sized action masters will show Max that even an ordinary kid has what it takes to be extraordinary."
the-adventures-of-tintin,17578,2011-10-24,"['Adventure', 'Animation', 'Mystery']",en,107,3.4,/fQZ3sLR1Fi63NMsNRbjm9q5qODJ.jpg,The Adventures of Tintin,"Intrepid young reporter, Tintin, and his loyal dog, Snowy, are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock and bumbling detectives, Thompson and Thomson, travel half the world, one step ahead of their enemies, as Tintin endeavors to find the Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse."
the-aeronauts-2019,514921,2019-11-04,"['Adventure', 'Drama', 'Romance']",en,100,3.4,/kZHnblqmTBUBgzYBIxWIz9txsEi.jpg,The Aeronauts,"In 1862, daredevil balloon pilot Amelia Wren teams up with pioneering meteorologist James Glaisher to advance human knowledge of the weather and fly higher than anyone in history. While breaking records and advancing scientific discovery, their voyage to the very edge of existence helps the unlikely pair find their place in the world they have left far below them. But they face physical and emotional challenges in the thin air, as the ascent becomes a fight for survival."
the-african-queen,488,1952-01-07,"['Romance', 'Adventure']",en,105,3.7,/2Ypg0KhQfFYWILelvHGtSHHR0dk.jpg,The African Queen,"At the start of the First World War, in the middle of Africa’s nowhere, a gin soaked riverboat captain is persuaded by a strong-willed missionary to go down river and face-off a German warship."
the-age-of-adaline,293863,2015-04-16,"['Romance', 'Fantasy', 'Drama']",en,112,3.8,/MbILysGhjAbnZi1Okae9wYqLMx.jpg,The Age of Adaline,"After 29-year-old Adaline recovers from a nearly lethal accident, she inexplicably stops growing older. As the years stretch on and on, Adaline keeps her secret to herself  until she meets a man who changes her life."
the-age-of-innocence,10436,1993-09-10,"['Drama', 'Romance']",en,139,3.5,/5Tuyt26v7qNR8Cl3m7ZRx36rduf.jpg,The Age of Innocence,"In 19th century New York high society, a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin."
the-alphabet,44239,1969-02-13,"['Animation', 'Horror']",en,4,3.3,/46bwcEJAlDgk9PKdfBuyQ1ZGUVf.jpg,The Alphabet,A woman's dark and absurdist nightmare vision comprising a continuous recitation of the alphabet and bizarre living representations of each letter.
the-amazing-spider-man,1930,2012-06-23,"['Action', 'Adventure', 'Science Fiction']",en,136,3.4,/jexoNYnPd6vVrmygwF6QZmWPFdu.jpg,The Amazing Spider-Man,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero."
the-amazing-spider-man-2,102382,2014-04-16,"['Action', 'Adventure', 'Science Fiction']",en,141,3.2,/bU7nTmvmy0h3VUP01v1T2imgH6N.jpg,The Amazing Spider-Man 2,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past."
the-american,27579,2010-08-31,"['Crime', 'Drama', 'Thriller']",en,104,3.0,/5OEOsRaBsSxD0qBtAhus0iKDzr.jpg,The American,"Dispatched to a small Italian town to await further orders, assassin Jack embarks on a double life that may be more relaxing than is good for him."
the-american-friend,11222,1977-06-24,"['Drama', 'Thriller', 'Crime']",de,125,3.6,/jHVe5EHDFj9ac2F2aU86sWTGKnn.jpg,The American Friend,"Tom Ripley, an American who deals in forged art, is slighted at an auction in Hamburg by picture framer Jonathan Zimmerman. When Ripley is asked by gangster Raoul Minot to kill a rival, he suggests Zimmerman, and the two, exploiting Zimmerman's terminal illness, coerce him into being a hitman."
the-american-president,9087,1995-11-17,"['Comedy', 'Drama', 'Romance']",en,114,3.2,/yObOAYFIHXHkFPQ3jhgkN2ezaD.jpg,The American President,"Widowed U.S. president Andrew Shepherd, one of the world's most powerful men, can have anything he wants -- and what he covets most is Sydney Ellen Wade, a Washington lobbyist. But Shepherd's attempts at courting her spark wild rumors and decimate his approval ratings."
the-amityville-horror,11449,1979-07-27,['Horror'],en,118,3.2,/7VMscq0659xKmcXzd86de1DGV4W.jpg,The Amityville Horror,"George Lutz, his wife Kathy, and their three children have just moved into a beautiful, and improbably cheap, Victorian mansion nestled in the sleepy coastal town of Amityville, Long Island. However, their dream home is concealing a horrific past and soon each member of the Lutz family is plagued with increasingly strange and violent visions and impulses."
the-amityville-horror-2005,10065,2005-04-14,['Horror'],en,90,3.0,/4D246dpe7yy2GvHI2IbpeqkUXry.jpg,The Amityville Horror,"George Lutz, his wife Kathy, and their three children have just moved into a beautiful, and improbably cheap, Dutch colonial mansion nestled in the sleepy coastal town of Amityville, Long Island. However, their dream home is concealing a horrific past and soon each member of the Lutz family is plagued with increasingly strange and violent visions and impulses."
the-amusement-park,560981,1975-03-23,"['Horror', 'Drama', 'Thriller']",en,54,3.1,/djaD4Z1lw4Lk2ayCCe6sqy1bCY2.jpg,The Amusement Park,An elderly gentleman sets out for what he thinks will be a normal day at an amusement park and is soon embroiled in a waking nightmare.
the-andromeda-strain,10514,1971-03-12,"['Science Fiction', 'Thriller']",en,131,3.5,/i3rTxQRJaBJoBcY8VMUOPT2E8Hp.jpg,The Andromeda Strain,"When virtually all of the residents of Piedmont, New Mexico, are found dead after the return to Earth of a space satellite, the head of the US Air Force's Project Scoop declares an emergency. A group of eminent scientists led by Dr. Jeremy Stone scramble to a secure laboratory and try to first isolate the life form while determining why two people from Piedmont - an old alcoholic and a six-month-old baby - survived. The scientists methodically study the alien life form unaware that it has already mutated and presents a far greater danger in the lab, which is equipped with a nuclear self-destruct device designed to prevent the escape of dangerous biological agents."
